0.0,4.1685147,-7.517195,0.0
0.1010101,4.217076,-7.1081553,2.2941234
0.2020202,4.2642198,-6.5382094,4.5326815
0.3030303,4.3208613,-5.820412,6.377898
0.4040404,4.391812,-4.971208,6.897017
0.5050505,4.474846,-4.0100527,6.247002
0.6060606,4.559659,-2.9589574,5.335006
0.7070707,4.5827994,-1.842015,4.5282683
0.8080808,4.3773904,-0.6848075,3.8179808
0.90909094,3.6734912,0.48615652,3.1375718
1.010101,2.0947425,1.6440449,2.4383059
1.1111112,0.31149727,2.7623382,1.6924181
1.2121212,-0.8944692,3.8154066,0.88
1.3131313,-1.8652879,4.7791214,-0.008951882
1.4141414,-2.7812085,5.631354,-1.0048221
1.5151515,-3.3988822,6.3526893,-2.1375303
1.6161616,-3.743726,6.9266376,-3.4343889
1.7171717,-3.9277446,7.3399596,-4.850318
1.8181819,-4.031013,7.5830984,-6.1115937
1.919192,-4.0960007,7.650542,-6.7808414
2.020202,-4.1445246,7.540787,-6.7287965
2.121212,-4.1889677,7.2564,-6.380981
2.2222223,-4.236855,6.803927,-6.0327477
2.3232324,-4.2914243,6.1936374,-5.751423
2.4242425,-4.3512726,5.439459,-5.4946904
2.5252526,-4.412413,4.558753,-5.2141585
2.6262627,-4.4634967,3.5716898,-4.8809485
2.7272727,-4.444433,2.5009613,-4.484739
2.8282828,-4.231224,1.371093,-4.019778
2.929293,-3.7027292,0.20791334,-3.485267
3.030303,-2.5874312,-0.9619506,-2.882006
3.131313,-0.9810079,-2.111655,-2.20848
3.2323232,0.41374397,-3.2147443,-1.4638066
3.3333333,1.2005725,-4.2460847,-0.6404371
3.4343433,1.9315957,-5.1821322,0.27264583
3.5353534,2.7810943,-6.001379,1.3002349
3.6363637,3.4206982,-6.6849303,2.475363
3.7373738,3.8051248,-7.217029,3.8161194
3.838384,4.0154023,-7.585523,5.233952
3.939394,4.1319304,-7.7820425,6.374313
4.040404,4.2040925,-7.8019004,6.8125587
4.141414,4.2582593,-7.645099,6.642172
4.242424,4.30946,-7.3153305,6.274582
4.3434343,4.3666587,-6.8199725,5.95129
4.4444447,4.433994,-6.170105,5.684287
4.5454545,4.5111423,-5.380419,5.4258156
4.646465,4.597491,-4.468999,5.1330414
4.7474747,4.684713,-3.457084,4.7836375
4.848485,4.704614,-2.3679497,4.3690095
4.949495,4.5246973,-1.2264099,3.8823588
5.050505,4.0014358,-0.05862981,3.3253584
5.151515,2.7899706,1.1086292,2.7021453
5.2525253,1.0809919,2.2486613,2.0090618
5.353535,-0.28093624,3.3353364,1.2449777
5.4545455,-1.0996994,4.34377,0.40172946
5.5555553,-1.9178593,5.2505846,-0.53720313
5.6565657,-2.761624,6.035043,-1.599266
5.757576,-3.3601449,6.679718,-2.8177814
5.858586,-3.7106102,7.1699696,-4.1930394
5.959596,-3.9017727,7.4944143,-5.576193
6.060606,-4.008191,7.6453185,-6.563191
6.1616163,-4.0730805,7.618914,-6.810559
6.262626,-4.1193957,7.415648,-6.5477133
6.3636365,-4.160544,7.040338,-6.18418
6.4646463,-4.2051053,6.502169,-5.877801
6.5656567,-4.257563,5.813253,-5.6168895
6.6666665,-4.316648,4.9893928,-5.3485723
6.767677,-4.3754096,4.0495954,-5.040714
6.8686867,-4.4128156,3.0153284,-4.675224
6.969697,-4.346638,1.910141,-4.2444468
7.070707,-4.029296,0.75926393,-3.7443817
7.171717,-3.2655876,-0.41096717,-3.173126
7.2727275,-1.790721,-1.5735517,-2.5308254
7.3737373,-0.13542765,-2.701576,-1.819823
7.4747477,0.9590729,-3.7695034,-1.0357022
7.5757575,1.7126323,-4.7531075,-0.16861165
7.676768,2.597425,-5.6299047,0.8016031
7.7777777,3.3143852,-6.3796306,1.9029791
7.878788,3.7527223,-6.9849076,3.1668053
7.979798,3.9917781,-7.431646,4.575515
8.080808,4.122492,-7.7095494,5.919888
8.181818,4.2016225,-7.812488,6.704177
8.282828,4.2589993,-7.7383614,6.774741
8.383839,4.3109407,-7.4883404,6.449538
8.484848,4.3670464,-7.0687475,6.0958276
8.585858,4.431849,-6.4894543,5.807065
8.686869,4.505591,-5.76366,5.549373
8.787879,4.5883365,-4.907731,5.2753644
8.888889,4.678792,-3.9409683,4.952266
8.989899,4.7353253,-2.8853273,4.568001
9.090909,4.643489,-1.7649622,4.1168246
9.191919,4.288363,-0.60585004,3.5986223
9.29293,3.4290922,0.56499773,3.009547
9.393939,1.8666139,1.7210338,2.3510714
9.494949,0.2844691,2.8359332,1.6224513
9.59596,-0.72051793,3.8841455,0.8148446
9.69697,-1.4401081,4.841588,-0.07792967
9.797979,-2.2889018,5.686235,-1.0798237
9.89899,-3.037267,6.398712,-2.222283
10.0,-3.5222886,6.962791,-3.5304203
